菊与刀,https://book.douban.com/subject/1022238/,8.2,39603人评价,复杂矛盾的日本民族
荆棘鸟,https://book.douban.com/subject/1086249/,8.6,36778人评价,澳洲乱世情
一個人住第5年,https://book.douban.com/subject/1346815/,8.4,37792人评价,独居生活之乐
哭泣的骆驼,https://book.douban.com/subject/1029111/,8.9,34939人评价,沙漠中寻常的生与死
那些回不去的年少时光,https://book.douban.com/subject/4231381/,8.5,36538人评价,所有你曾热爱却正在遗忘的人和事
球状闪电,https://book.douban.com/subject/1192090/,8.7,35966人评价,量子之外，没有真相
常识,https://book.douban.com/subject/3344676/,8.1,38705人评价,献给这个常识稀缺的时代
寻路中国,https://book.douban.com/subject/5414391/,9.0,34534人评价,中国在路上，非虚构写作所能达到的高度
查令十字街84号,https://book.douban.com/subject/1316648/,8.3,37817人评价,文艺青年的爱情地标
金锁记,https://book.douban.com/subject/3017857/,8.5,36495人评价,曹七巧就像希克厉，一个扭曲的英雄
海底两万里,https://book.douban.com/subject/1085470/,8.4,36786人评价,你听说过鹦鹉螺号吗？
你好，旧时光（上 下）,https://book.douban.com/subject/4166819/,8.8,34729人评价,原作名切题
悲惨世界（上中下）,https://book.douban.com/subject/1205054/,8.9,33922人评价,现实主义与浪漫主义的至高杰作
时间旅行者的妻子,https://book.douban.com/subject/2056749/,8.1,37704人评价,在时间的缝隙中穿行，然后相遇
海贼王,https://book.douban.com/subject/1474773/,9.5,30993人评价,热血，梦想，希望
史蒂夫·乔布斯传,https://book.douban.com/subject/6798611/,8.7,34238人评价,完美主义者的最高形态
鹿鼎记（全五册）,https://book.douban.com/subject/1212893/,8.8,33576人评价,武侠的解构，流氓的狂欢
你今天真好看,https://book.douban.com/subject/26602392/,8.7,34161人评价,呆萌可爱的动物段子手
飞鸟集,https://book.douban.com/subject/1058661/,8.9,33256人评价,淡泊，超脱
失恋33天,https://book.douban.com/subject/4238754/,8.1,36710人评价,失恋是一种病，痊愈之后百毒不侵
流浪地球,https://book.douban.com/subject/3266609/,8.6,34999人评价
富爸爸，穷爸爸,https://book.douban.com/subject/1033778/,8.2,35011人评价,人穷穷观念，人富钱生钱
东霓,https://book.douban.com/subject/4874131/,8.1,36069人评价,自毁而偏执的东霓
长恨歌,https://book.douban.com/subject/1082349/,8.2,35548人评价,现代上海史诗
倚天屠龙记(共四册),https://book.douban.com/subject/1070851/,8.6,33065人评价,不识张郎是张郎
你一定爱读的极简欧洲史,https://book.douban.com/subject/5366248/,8.2,34927人评价,欧洲，为什么老是抢第一？
水浒传（全二册）,https://book.douban.com/subject/1008357/,8.5,32975人评价,风风火火闯九州
雷雨,https://book.douban.com/subject/1013416/,8.6,33239人评价,人的心都靠不住，我并不是说人坏，我就是恨人性太弱，太容易变了
历史深处的忧虑,https://book.douban.com/subject/1027191/,9.0,31025人评价,窥见美国社会的一扇窗
伊豆的舞女,https://book.douban.com/subject/1005521/,8.2,34396人评价,静美又残酷，无限柔软的川端
西游记（全二册）,https://book.douban.com/subject/1029553/,8.8,31132人评价,取经之路就在脚下
时间简史,https://book.douban.com/subject/1034282/,8.8,31122人评价,霍金与上帝的战争
大地之灯,https://book.douban.com/subject/1963310/,8.2,33563人评价,两代人的成长与救赎
狂人日记,https://book.douban.com/subject/1398395/,8.7,30894人评价,中国现代文学史上第一篇真正的现代白话小说
瓦尔登湖,https://book.douban.com/subject/1865089/,8.4,32487人评价,另一种生活
最好的我们,https://book.douban.com/subject/24754316/,8.8,30245人评价,耿耿余淮
中国历代政治得失,https://book.douban.com/subject/1003479/,9.1,29073人评价,一部简明的“中国政治制度史”
红与黑,https://book.douban.com/subject/1007433/,8.2,32866人评价,阴谋与爱情
一九八四·动物农场,https://book.douban.com/subject/1082387/,9.3,28649人评价,一个预言和一个寓言，令人窒息的政治恐怖
橙,https://book.douban.com/subject/5327697/,8.2,32127人评价,定做一个刻着“不过如此”的章，盖在封面上
香水,https://book.douban.com/subject/1292416/,8.5,30867人评价,恋味癖谋杀案
匆匆那年（上下）,https://book.douban.com/subject/2567919/,8.3,31981人评价,不悔梦归处 只恨太匆匆
影响力,https://book.douban.com/subject/1786387/,8.6,30199人评价,营销防骗指南
陆犯焉识,https://book.douban.com/subject/6880158/,8.8,29312人评价,翻手为苍凉，覆手为繁华
看不见的城市,https://book.douban.com/subject/1863930/,8.8,29465人评价,每一座城市都只在想象中耸立，又在描述中坍圮
我与地坛,https://book.douban.com/subject/1209899/,9.0,28590人评价,这是你的罪孽与福祉
世界尽头与冷酷仙境,https://book.douban.com/subject/1291809/,8.6,30306人评价,交叉平行蒙太奇
夏洛的网,https://book.douban.com/subject/1036274/,8.5,30188人评价,猪与蜘蛛
呼兰河传,https://book.douban.com/subject/1060852/,8.9,29157人评价,萧红的童年往事
江城,https://book.douban.com/subject/7060185/,9.0,28164人评价,外国人的寻路中国
冰与火之歌（卷一）,https://book.douban.com/subject/1336330/,9.3,27079人评价,凛冬将至。无比宏大的世界观
把时间当作朋友,https://book.douban.com/subject/3609132/,8.5,30078人评价,反成功学的成功学
那些年，我们一起追的女孩,https://book.douban.com/subject/1958227/,8.2,31135人评价,那些年错过的大雨
自控力,https://book.douban.com/subject/10786473/,8.3,30332人评价,要么瘦，要么死
阿狸·梦之城堡,https://book.douban.com/subject/3554154/,9.0,27270人评价,治愈
往事并不如烟,https://book.douban.com/subject/1059336/,8.6,28225人评价,知识分子的命运浮沉
天使与魔鬼,https://book.douban.com/subject/1228110/,8.1,29863人评价,科学与宗教的大乱斗
七夜雪,https://book.douban.com/subject/1919201/,8.4,28616人评价,抵不过时间
变形记,https://book.douban.com/subject/1213546/,8.4,29002人评价,格里高里清早醒来发现自己变成了甲虫
ZOO,https://book.douban.com/subject/2297697/,8.6,27988人评价,噩梦中的一丝温度
人生,https://book.douban.com/subject/3803820/,8.4,28295人评价,如果你是高加林，你要如何选择？
蔷薇岛屿,https://book.douban.com/subject/1063190/,8.0,29554人评价,你们不会彼此遗忘。只会彼此消失
国境以南 太阳以西,https://book.douban.com/subject/1015452/,8.3,28505人评价,灾星下出生的恋人们
我的天才女友,https://book.douban.com/subject/26878124/,8.5,27635人评价
人性的弱点全集,https://book.douban.com/subject/1056295/,8.3,27835人评价,西方世界最持久的人文畅销书
最初的爱情 最后的仪式,https://book.douban.com/subject/4011440/,8.0,28629人评价,别被封面骗了
京华烟云,https://book.douban.com/subject/1391191/,8.5,26690人评价,林语堂的《红楼梦》
没有色彩的多崎作和他的巡礼之年,https://book.douban.com/subject/25733470/,8.2,27285人评价,并不是一切都消失在了时间的长河里
文学回忆录（全2册）,https://book.douban.com/subject/20440644/,9.2,24199人评价,木心留给世界的礼物
一句顶一万句,https://book.douban.com/subject/3633461/,8.7,25558人评价,一句胜过千年
生活在别处,https://book.douban.com/subject/1013225/,8.4,26518人评价,此处的生活唯有残酷
未来简史,https://book.douban.com/subject/26943161/,8.4,25941人评价
尼罗河上的惨案,https://book.douban.com/subject/1818347/,8.7,25035人评价,阿婆代表作之一
项链,https://book.douban.com/subject/1258498/,8.3,25866人评价
心是孤独的猎手,https://book.douban.com/subject/1424741/,8.5,25413人评价,镇上有两个哑巴，他们总是在一起。
设计中的设计,https://book.douban.com/subject/1941558/,8.6,25091人评价,日常生活的无限可能性
佛祖在一号线,https://book.douban.com/subject/4872671/,8.2,26271人评价,嬉笑怒骂的常识分子
激荡三十年（上）,https://book.douban.com/subject/1970428/,8.8,24256人评价,这是一个最好的时代，也是一个最坏的时代
父与子全集,https://book.douban.com/subject/1002898/,9.2,22908人评价
我执,https://book.douban.com/subject/3642673/,8.0,26593人评价,梁文道的私密日记
罗生门,https://book.douban.com/subject/3136271/,8.7,24396人评价
偷书贼,https://book.douban.com/subject/2180619/,8.0,25802人评价,不能说偷，是窃，窃你懂吗
人间词话,https://book.douban.com/subject/1203426/,9.0,22859人评价
一千零一夜,https://book.douban.com/subject/1035848/,8.6,23759人评价
九州·缥缈录,https://book.douban.com/subject/1321017/,8.8,22838人评价,乱世的英雄史诗
我的精神家园,https://book.douban.com/subject/1014578/,9.1,22371人评价,活过，爱过，写过
妻妾成群,https://book.douban.com/subject/1025753/,8.2,24712人评价
野火集,https://book.douban.com/subject/1426971/,8.8,22823人评价,中国人你为什么不生气？
海子的诗,https://book.douban.com/subject/1011754/,8.9,22273人评价
第一炉香,https://book.douban.com/subject/1082162/,8.4,23742人评价
面纱,https://book.douban.com/subject/10560798/,8.7,22691人评价
芳华,https://book.douban.com/subject/27010212/,8.1,24354人评价
雨季不再来,https://book.douban.com/subject/2136140/,8.7,22769人评价
教父,https://book.douban.com/subject/1092335/,9.0,21691人评价
占星术杀人魔法,https://book.douban.com/subject/3187737/,8.3,23413人评价,一桩占星术连续杀人案件
娱乐至死,https://book.douban.com/subject/1062193/,8.6,23038人评价
舞！舞！舞！,https://book.douban.com/subject/1020670/,8.3,23374人评价,深入村上春树的心灵腹地
浪潮之巅,https://book.douban.com/subject/6709783/,9.1,21115人评价,了解IT领域的入门读物
斯通纳,https://book.douban.com/subject/26425831/,8.8,21593人评价
万水千山走遍,https://book.douban.com/subject/1036490/,8.8,21371人评价
哈姆莱特,https://book.douban.com/subject/1006197/,8.5,22088人评价
动物凶猛,https://book.douban.com/subject/1143694/,8.3,22586人评价
高效能人士的七个习惯（精华版）,https://book.douban.com/subject/1048007/,8.2,22461人评价
子不语1,https://book.douban.com/subject/4188697/,9.0,20229人评价
台北人,https://book.douban.com/subject/5337248/,8.9,20514人评价
小姨多鹤,https://book.douban.com/subject/3012517/,8.6,21393人评价
新名字的故事,https://book.douban.com/subject/26986954/,9.0,20259人评价
罗杰疑案,https://book.douban.com/subject/1807516/,8.9,20170人评价
雾都孤儿,https://book.douban.com/subject/1203251/,8.1,22383人评价
爱的艺术,https://book.douban.com/subject/3026879/,8.8,20383人评价
观念的水位,https://book.douban.com/subject/20463108/,8.3,21799人评价
夹边沟记事,https://book.douban.com/subject/3239549/,9.2,19285人评价
巨流河,https://book.douban.com/subject/4842446/,8.7,20443人评价
动物庄园,https://book.douban.com/subject/1018136/,9.1,19266人评价
白银时代,https://book.douban.com/subject/1082150/,8.4,21107人评价
新参者,https://book.douban.com/subject/6746289/,8.4,21259人评价
中国大历史,https://book.douban.com/subject/1015699/,8.3,21350人评价
琅琊榜,https://book.douban.com/subject/2326571/,8.5,20054人评价
寻羊冒险记,https://book.douban.com/subject/1031740/,8.1,21455人评价
枪炮、病菌与钢铁,https://book.douban.com/subject/1813841/,8.8,19666人评价
告白,https://book.douban.com/subject/3920130/,8.6,19829人评价
红拂夜奔,https://book.douban.com/subject/1418686/,8.6,19852人评价
云中歌1,https://book.douban.com/subject/2283084/,8.1,21344人评价
来不及说我爱你,https://book.douban.com/subject/1886385/,8.1,20904人评价
带一本书去巴黎,https://book.douban.com/subject/1001885/,8.5,19770人评价
相约星期二,https://book.douban.com/subject/2194123/,8.4,19934人评价
退步集,https://book.douban.com/subject/1003284/,8.1,20380人评价
可爱的洪水猛兽,https://book.douban.com/subject/3860856/,8.1,20498人评价
一个叫欧维的男人决定去死,https://book.douban.com/subject/26672693/,9.0,17872人评价
